ClaimSubmitted,DateOfIncident,Damages,District,Province,ClaimDetails,ClaimantsAssessment,AgreedPayment,DateClosed,Status
15 April 2010,30 January 2010,Property Damage,Nad-e-Ali,Helmand,4 rooms damaged and 7 jerabs of vetch during ISAF/INS contact.,,375.00,24 April 2010,S
15 April 2010,12 January 2010,Property Damage,Nad-e-Ali,Helmand,"14 rooms, 80 meter of wall destroyed and Live stook killed during ISAF/INS contact.",,"1,600.00",24 April 2010,S
15 April 2010,4-5 weeks ago,Property Damage,Nad-e-Ali,Helmand,8 rooms damaged and 8 kharwars of cotton burnt during ISAF/INS contact.,,,15 April 2010,D
15 April 2010,14 January 2010,Property Damage,Nad-e-Ali,Helmand,"15 rooms, 90 meter of wall destroyed and Live stook killed during ISAF/INS contact.",,"1,725.00",24 April 2010,S
15 April 2010,13 January 2010,Property Damage,Nad-e-Ali,Helmand,"14 rooms, 50 meter of wall destroyed and Live stook killed during ISAF/INS contact.",,"1,525.00",24 April 2010,S
15 April 2010,14 January 2010,Property Damage,Nad-e-Ali,Helmand,"12 rooms, 80 meter of wall destroyed and Live stook killed during ISAF/INS contact.",,"1,400.00",24 April 2010,S
15 April 2010,30 January 2010,Property Damage,Nad-e-Ali,Helmand,5 rooms damaged and 4 jerabs of wheat burnt during ISAF/INS contact.,,444.00,24 April 2010,S
15 April 2010,13 January 2010,Property Damage,Nad-e-Ali,Helmand,"13 rooms, 50 meter of wall destroyed and Live stook killed during ISAF/INS contact.",,"1,425.00",24 April 2010,S
15 April 2010,Approx 6 months ago,Property Damage,Nad-e-Ali,Helmand,8 rooms damaged during ISAF/INS contact.,,,15 April 2010,D
15 April 2010,Approx 7 months ago,Property Damage,Nad-e-Ali,Helmand,10 jerabs of wheat and 13 jerabs of vegetables burnt during ISAF/INS contact.,,,15 April 2010,D
17 April 2010,22 March 2010,Fatality,Sangin,Helmand,Alleges daughter killed durin ISAF/INS cross fire.,,"1,000.00",03 September 2010,S
17 April 2010,Approx 20 March,Property Damage,Sangin,Helmand,Alleges 15 fruit trees were cut down by ISAF Soldiers.,,450.00,18 April 2010,S
17 April 2010,14 June 2010,1*Wounding,Sangin,Helmand,"Alleges son wonded, 4 Sheeps and 26 Killed.",,"2,950.00",18 April 2010,S
17 April 2010,13 March 2010,Property Damage,Bastion,Helmand,Mobile phone missing.,,100.00,,W
17 April 2010,22 March 2010,Property Damage,Bastion,Helmand,Alleges GPS missing while truck searched by dog handler. ,,,06 June 2010,D
17 April 2010,22 March 2010,Property Damage,Sangin,Helmand,Alleges 2 cows killed during ISAF bombardment.,,450.00,,W
19 April 2010,Approx 20 days ago,Property Damage,Nad-e-Ali,Helmand,Alleges flour mill and shop destroyed.,,"2,600.00",01 May 2010,S
19 April 2010,07 March 2009,Fatality+Wounding,Nad-e-Ali,Helmand,"Alleges wife killed and wife ,daughter wouded in ISAF/INS cntact.",,"3,250.00",05 June 2010,S
19 April 2010,10 March 2010,Property Damage,Nad-e-Ali,Helmand,Allege 9 rooms and 10 trees were damaged.check d/b,,,19 April 2010,D
19 April 2010,12 March 2010,Property Damage,Nad-e-Ali,Helmand,Alleges 8 roos and 160 metal steel were damaged.,,,19 April 2010,D
19 April 2010,Approx I month ago,Wounding ,Nad-e-Ali,Helmand,Alleges 4 nephews were burnt by illum fired by Helicopter.check d/b,,,19 April 2010,D
19 April 2010,Approx 2 months ago,Property Damage,Nad-e-Ali,Helmand,Alleges 13 rooms and 4 wall were destroyed.,,,19 April 2010,D
19 April 2010,30 March 2010,Property Damage,Nad-e-Ali,Helmand,Alleges 6 rooms and 100 m of wall.,,,19 April 2010,D
20 April 2010,19 April 2010,Property Damage,Nad-e-Ali,Helmand,Alleges 6 jerab of cotton was damaged by ISAF,,"2,900.00",01 May 2010,S
20 April 2010,13 January 2010,Property Damage,Nad-e-Ali,Helmand,Alleges 11 Rooms destroyed,,"1,100.00",01 May 2010,S
20 April 2010,Approx Dec 2008,Property Damage,Nad-e-Ali,Helmand,Alleges shops destroyed,,,20 April 2010,D
20 April 2010,3 months ago,Property Damage,Nad-e-Ali,Helmand,Alleges compound and mills destyroyed,,,20 April 2010,D
20 April 2010,16 August 2009,Property Damage,Nad-e-Ali,Helmand,Alleges 3 rooms destroyed,,,20 April 2010,D
20 April 2010,01 October 2009,Property Damage,Nad-e-Ali,Helmand,5 jaribs crop,,,20 April 2010,D
20 April 2010,08 December 2009,Property Damage,Nahr-e-Saraj,Helmand,6 jaribs land containing 45 fruit trees,,675.00,19 June 2010,S
20 April 2010,03 March 2010,Property Damage,Nad-e-Ali,Helmand,Alleges Agricultural Land destroyed by the route trident build 6 jerab of land.,,"1,000.00",08 November 2010,S
20 April 2010,03 April 2010,Property Damage,Nahr-e-Saraj,Helmand,1 roof destroyed,,"3,080.00",10 July 2010,S
20 April 2010,29 March 2010,Property Damage,Nahr-e-Saraj,Helmand,1 cow killed,,500.00,,W
20 April 2010,02 April 2010,Property Damage,Nahr-e-Saraj,Helmand,Alleges 50 m wall destroyed and 18 fruit trees cut down by ISAF,,"1,040.00",12 June 2010,S
21 April 2010,Approx 2 months ago,Property Damage,Nad-e-Ali,Helmand,Alleges 11 rooms and 250 m of wall damaged.,,"2,450.00",01 May 2010,S
22 April 2010,30 September 2009,Property Damage,Nad-e-Ali,Helmand,Alleges 7 rooms destroyed.,,,23 April 2010,D
22 April 2010,20 February 2010,Property Damage,Nad-e-Ali,Helmand,Alleges 8 jerabs of wheat damaged due to isaf vehicle driven through.,,240.00,01 May 2010,S
22 April 2010,05 April 2010,Property Damage,Nahr-e-Saraj,Helmand,Alleges 2 jeabs of garzing land.,,600.00,29 May 2010,S
22 April 2010,05 April 2010,Property Damage,Nahr-e-Saraj,Helmand,Alleges 2 cows killed and moto bike damaged due to mortars.,,900.00,29 May 2010,S
22 April 2010,20 March 2010,Property Damage,Nad-e-Ali,Helmand,Alleges 100 m of wall destroyed.,,"1,000.00",01 May 2010,S
22 April 2010,16 September 2009,Property Damage,Nad-e-Ali,Helmand,Alleges 11 rooms damaged.,,,23 April 2010,D
22 April 2010,07 April 2010,Property Damage,Nad-e-Ali,Helmand,Alleges 12 rooms damaged and 2 goats killed.,,600.00,01 May 2010,S
22 April 2010,20 April 2010,Property Damage,Bastion,Helmand,Alleges speed meter and 2 side mirrors broken while searching at MEP. ,,400.00,,W
22 April 2010,13 April 2010,Property Damage,Letherneck,Helmand,"Alleges vehicle roof,wiring,switchboard and a mirror damaged while soldier searching vehicle.",,,22 April 2010,D
25 April 2010,3 Years Ago,Property Damage,Nahr-e-Saraj,Helmand,Alleges 17 rooms and 10 doors destroyed by ISAF.,,"3,800.00",25 October 2010,S
26 April 2010,Approx 3-4 months ago,Property Damage,Nad-e-Ali,Helmand,Alleges 8 rooms damaged by ISAF.,,,26 April 2010,D
26 April 2010,10 February 2010,Property Damage,Nad-e-Ali,Helmand,Aleges ISAF vehicles driven through his 8 jeab field.,,240.00,08 May 2010,S
26 April 2010,1 Year Ago,Property Damage,Nad-e-Ali,Helmand,Alleges 4 rooms and 400m of wall damaged.,,,26 April 2010,D
26 April 2010,23 April 2010,Wounding ,Lashkar Gah,Helmand,Alleges Helicopter burnt claimant.,,"1,500.00",08 May 2010,S
27 April 2010,Approx 4 months ago,Property Damage,Nad-e-Ali,Helmand,Alleges shop was burnt by ISAF.,,,27 April 2010,D
27 April 2010,04 October 2009,Property Damage,Nad-e-Ali,Helmand,Alleges compuond was damaged during fighting in the area.,,,27 April 2010,D
27 April 2010,approx Nov 09,Fatality,Nad-e-Ali,Helmand,Alleges father was killed during fighting.,,,27 April 2010,D
27 April 2010,02 September 2009,Property Damage,Nahr-e-Saraj,Helmand,Alleges 70 m of wall and tw rooms damaged.,,750.00,08 May 2010,S
27 April 2010,01 September 2009,Property Damage,Nad-e-Ali,Helmand,ISAF vhicles driven through his 3 jerab field.,,,08 May 2010,D
27 April 2010,07 September 2009,Property Damage,Nad-e-Ali,Helmand,Alleges 2 cows were killed during cntact of ISAF/INS.,,450.00,08 May 2010,S
27 April 2010,16 September 2009,Property Damage,Nad-e-Ali,Helmand,Alleges 4 rooms damaged and vehicles driven through 2 jearb field.,,830.00,12 June 2010,S
27 April 2010,15 days Ago,Property Damage,Nad-e-Ali,Helmand,Alleges 8 rooms were damaged.,,,27 April 2010,D
28 April 2010,Approx 28/3/10,Fatality,Nad-e-Ali,Helmand,"Father killed,5 rooms and 5 jerab of wheat was burnt by ISAF. ",,,28 April 2010,D
28 April 2010,Approx 28/3/10,Property Damage,Nad-e-Ali,Helmand,Alleges 2 rooms and 3 jrab of wheat field has been damaged.,,,28 April 2010,D
28 April 2010,Approx 23/24/12/09,Property Damage,Nad-e-Ali,Helmand,8 rooms and water pump was damaged during contact.,,"1,000.00",08 May 2010,S
28 April 2010,Approx 1 month ago,Property Damage,Nad-e-Ali,Helmand,ISAF Vehicles driven through 15 jerab of wheat ,,450.00,15 May 2010,S
28 April 2010,Months Ago,Property Damage,Nad-e-Ali,Helmand,Alleges Compound damaged during fighting.,,,23 May 2010,D
28 April 2010,22 June 2007,Property Damage,Sangin,Helmand,"Alleges 7 rooms,75 m of wall were destroyed and live stook killed.",,975.00,08 May 2010,S
28 April 2010,22 June 2007,Property Damage,Sangin,Helmand,"Alleges 11 rooms,60 m of wall were destroyed and live stook killed.",,"1,250.00",08 May 2010,S
28 April 2010,22 June 2007,Property Damage,Sangin,Helmand,"Alleges 12 rooms,50 m of wall were destroyed and live stook killed.",,"1,325.00",08 May 2010,S
28 April 2010,22 June 2007,Property Damage,Sangin,Helmand,"Alleges 12 rooms,100m of wall were destroyed and live stook killed.",,"1,187.00",08 May 2010,S
28 April 2010,22 June 2007,Property Damage,Sangin,Helmand,"Alleges 10 rooms,75m of wall were destroyed and live stook killed.",,"1,450.00",08 May 2010,S
28 April 2010,05 April 2010,Property Damage,Nad-e-Ali,Helmand,6 rooms damaged by ISAF AH.,,,28 April 2010,D
28 April 2010,12 September 2009,Property Damage,Nad-e-Ali,Helmand,"Alleges 18 rooms,40 m of wall destroyed and livestock killed.",,"1,900.00",08 May 2010,S
28 April 2010,10 April 2010,Property Damage,Nad-e-Ali,Helmand,Claimed 8 rooms and water pump wre damaged during ISAF AH.,,,28 April 2010,D
28 April 2010,14 September 2009,Property Damage,Nad-e-Ali,Helmand,Alleges 9 rooms destroyed and live stook killed.,,"1,225.00",08 May 2010,S
28 April 2010,13 September 2009,Property Damage,Nad-e-Ali,Helmand,"Alleges 8 rooms,60 m of wall destroyed and live stook killed.",,"1,950.00",08 May 2010,S
28 April 2010,12 September 2009,Property Damage,Nad-e-Ali,Helmand,"Alleges 6 rooms,30 m of wall destroyed and live stook killed.",,"1,675.00",08 May 2010,S
28 April 2010,12 September 2009,Property Damage,Nad-e-Ali,Helmand,"Alleges 10 rooms,35 m of wall destroyed and live stook killed.",,"1,087.00",08 May 2010,S
28 April 2010,13 September 2009,Property Damage,Nad-e-Ali,Helmand,"Alleges 9 rooms,35 m of wall destroyed and live stook killed.",,"1,987.00",08 May 2010,S
28 April 2010,13 April 2009,Property Damage,Nad-e-Ali,Helmand,Claimed 5 rooms and Verandah were damaged during ISAF/INS contact in the area.,"8,431.00","2,000.00",15 May 2010,S
29 April 2010,12 September 2009,Property Damage,Nad-e-Ali,Helmand,Claimed 12 rooms and 40 m. wall were damaged during ISAF/INS contact in the area. (Claim for 2 cows/3 sheep discounted as no evidence.),,"1,300.00",08 May 2010,S
29 April 2010,12 September 2009,Property Damage,Nad-e-Ali,Helmand,Claimed 11 rooms and 60 m. wall were damaged during ISAF/INS contact in the area. (Claim for cow/3 sheep/15 chickens discounted as no evidence.),,"1,250.00",08 May 2010,S
29 April 2010,12 September 2009,Property Damage,Nad-e-Ali,Helmand,Claimed 14 rooms and 48 m. wall were damaged during ISAF/INS contact in the area. (Claim for camel/2 goats/house contents discounted as no evidence.),,"1,520.00",15 May 2010,S
02 May 2010,17 July 2009,Wounding ,Sangin,Helmand,Claimed recived GSW to stomach during contact. ,,"2,000.00",17 May 2010,S
03 May 2010,01 February 2010,Property Damage,Nad-e-Ali,Helmand,Claimed  4 Sheep and Guard Dog killed by artillery fire.,,,03 May 2010,D
03 May 2010,01 March 2010,Property Damage,Nad-e-Ali,Helmand,20 Mulberry Trees and 30 Grape Vines removed during construction of HLS.,,"1,500.00",29 May 2010,S
03 May 2010,16 September 2009,Property Damage,Nad-e-Ali,Helmand,Claimed that fighting destroyed compound and mosque. 03/05/2010,"3,846.00",,03 May 2010,D
03 May 2010,03 February 2010,Property Damage,Nad-e-Ali,Helmand,Claimed that his compound was destroyed by helicopter fire.,,,03 May 2010,D
03 May 2010,07 November 2009,Property Damage,Nad-e-Ali,Helmand,Claimed 10 Rooms and Shop destroyed by ISAF bombardment (Artillery/Mortars).,"6,136.00","2,200.00",11 May 2010,S
03 May 2010,13 and 18 April 2010,Property Damage,Nad-e-Ali,Helmand,"Controlled explosions destroyed 4 metres of wall. Counter IED team and others trampled field, destroying most of it. Explosions burnt some 2 jeribs of wheat.",650.00,320.00,29 May 2010,S
03 May 2010,01 April 2010,Property Damage,Nad-e-Ali,Helmand,6 Jeribs of top soil dug up to fill Hesco for PB. Soil planted with wheat.,,"2,200.00",14 August 2010,S
03 May 2010,15 January 2010,Property Damage,Nad-e-Ali,Helmand,Claim that 8 rooms of his compound have been destroyed.,"8,690.00","1,600.00",15 May 2010,S
04 May 2010,26 December 2009,Property Damage,Nad-e-Ali,Helmand,Alleges 10 rooms and 60 meter of wall destroyed.,,"1,150.00",15 May 2010,S
04 May 2010,Approx 15-10 April 2010,Property Damage,Nad-e-Ali,Helmand,Claimed 8 rooms damaged and 30 meter of wall destroyed.,,,12 May 2010,D
04 May 2010,Approx 15-10 April 2011,Property Damage,Nad-e-Ali,Helmand,Claim that 8 rooms of his compound have been destroyed.,,,10 May 2010,D
04 May 2010,04 January 2010,Property Damage,Nahr-e-Saraj,Helmand,20 rooms damaged and 6 jeribs of land cannot be farmed.,,,04 May 2010,D
04 May 2010,13 April 2010,Property Damage,Nad-e-Ali,Helmand,Compound (12 rooms) and 50m of wall destroyed during fighting.,,"1,325.00",06 May 2010,S
04 May 2010,12 April 2010,Property Damage,Nad-e-Ali,Helmand,Compound (8 rooms) and 30m of wall destroyed during fighting.,,"1,750.00",29 May 2010,S
05 May 2010,06 March 2010,Fatality,Nad-e-Ali,Helmand,shot by ISAF.,,"5,000.00",05 June 2010,S
05 May 2010,25 April 2010,Property Damage,Nad-e-Ali,Helmand,1.5 inch rocket hit shop.,"1,300.00",900.00,15 May 2010,S
05 May 2010,March/April 2010,Property Damage,Sangin,Helmand,OP built overlooking compound.  ,3000.00,"1,600.00",03 September 2010,S
05 May 2010,04 April 2010,Property Damage,Nad-e-Ali,Helmand,Compound damaged by mortar fire.,,,06 May 2010,D
05 May 2010,Not Given,Property Damage,Nad-e-Ali,Helmand,Compound damaged during fighting.,,,05 May 2010,D
05 May 2010,17 April 2010,Property Damage,Nad-e-Ali,Helmand,Compound damaged and fruit trees destroyed.,,,10 May 2010,D
05 May 2010,01 March 2009,Crop Damage,Nad-e-Ali,Helmand,30 Jeribs of wheat damage.,,900.00,29 May 2010,S
06 May 2010,09 or 10 March 2010,Fatality,Nad-e-Ali,Helmand,Brother killed whist returnng from fields.,,,06 May 2010,D
06 May 2010,3 months ago/ 05 Feb 2010,Property Damage,Nad-e-Ali,Helmand,4 Sheep & Guaed Dog shot by CF/ANA JP. ,,300.00,15 May 2010,S
06 May 2010,05 February 2009,Property Damage,Nad-e-Ali,Helmand,ISAF Vehicles driven through 8 jerab of wheat.,,240.00,15 May 2010,S
06 May 2010,,Property Damage,Nad-e-Ali,Helmand,Claims ISAF damaged his 10 jerab wheat field.,,,06 May 2010,D
06 May 2010,27 November 2008,Fatality,Musa Qal'eh,Helmand,Cousin Alleges 12 year old boy was killed due to ISAF Air Strike.,,,14 June 2010,D
06 May 2010,02 March 2010,Property Damage,Nad-e-Ali,Helmand,Alleges compound occupation and damages caused as a result of occupation.,,"1,516.00",22 May 2010,S
06 May 2010,16 April 2010,Property Damage,Nad-e-Ali,Helmand,ISAF damaged 1 - 1.5 Jerabs of wheat.,,450.00,,W
06 May 2010,21 - 22 April 2010,Property Damage,Nad-e-Ali,Helmand,Compound damaged during heavy fighting in the area. ,,,18 May 2010,D
10 May 2010,20 December 2009,Property Damage,Nad-e-Ali,Helmand,"5 Rooms destroyed, 4 Rooms damaged plus 1 cow & 2 sheep killed.",,"1,000.00",12 May 2010,S
10 May 2010,01 May 2009,Property Damage,Nad-e-Ali,Helmand,Claim that compound destroyed during fighting. Claimant has taken over compound on being orphaned. False ID. Claim denied. 10/05/2010,,,10 May 2010,D
10 May 2010,10 April 2010,Property Damage,Nad-e-Ali,Helmand,Claims compound damaged (at various dates) during fighting. Produced forged LOD. Claim denied. 10/05/2010,,,10 May 2010,D
10 May 2010,10 February 2010,Property Damage,Nad-e-Ali,Helmand,3 Rooms and 15 m of wall damaged during fighting. Small compound destroyed and 1 tonne each of wheat and cotton burned/stolen. ,,200.00,17 May 2010,S
10 May 2010,10 March 2010,Property Damage,Nad-e-Ali,Helmand,2 Rooms damaged & 40 parcels of wheat burned or stolen. ,"4,300.00",,17 May 2010,D
10 May 2010,15 April 2010,Property Damage,Nad-e-Ali,Helmand,4 Rooms damaged & 4 tonnes of corn and 8 tonnes of wheat burned or stolen. Compound used as FP. Check d/b. 10/05/2010,,,12 May 2010,D
10 May 2010,22 January 2010,Property Damage,Nad-e-Ali,Helmand,4 Jerabs of wheat destroyed during Op Mushtarak.,1736.00,120.00,10 May 2010,S
10 May 2010,12 September 2009,Property Damage,Nad-e-Ali,Helmand,Compound damaged during fighting. ,,,10 May 2010,D
10 May 2010,02 October 2010,Property Damage,Nad-e-Ali,Helmand,Compound damaged during fighting. MSST have not seen damage. Check d/b. 10/05/2010,"3,254.00",800.00,26 June 2010,S
11 May 2010,10 February 2010,Property Damage,Nad-e-Ali,Helmand,Compound destroyed during fighting,,"1,200.00",29 May 2010,S
11 May 2010,1 Year Ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged during fighting. 5 Rooms & wall damaged. ,"7,600.00",,11 May 2010,D
